id,review,type_review,date,language,views,votes,score
TheRebel,"I never purchase DLC because it's usually unnecessary and it's a way for developers to exploit the consumer. However, The Last of Us is a phenomenal game, which has a lot of story left to tell. In this DLC, you play as Ellie before she gets bitten, and you play as Ellie after Joel gets injured.,,Ellie's adventure to help Joel:,In addition to the usual gameplay, there are multi-faction battles between humans, the infected, and Ellie. It makes the gameplay dynamic and allows you to play each battle differently. The only downside about this, is that you only deal with multiple enemies in about two different instances. Combat isn't the only thing this section includes; in fact, it contains an emotionally powerful story, depicting Ellie's desperation to find supplies for Joel. It exhibits her transformation from being an innocent girl, to a girl who is forced to kill in order to save another human being.,,Ellie exploring with Riley:,In this storyline, Ellie is exploring a ravaged mall with her best friend, Riley. This part has no battle sequences, but that isn't necessarily a bad thing. Instead, the focus is solely on their relationship. Playing through this section is a rewarding experience in many ways. As the player, you get to experience happiness, sadness, and many other emotions. The writing is believable and feels very realistic. The only gripe I have with this section, is the ending. I feel that it could have shown a bit more than what was offered.,,Pros:,-Multi-Faction Battles,-Excellent Writing,-Answers Questions from the Main Game,,Cons:,-Short DLC(2-3 Hours Long),,Verdict:,I recommend this DLC for any fan of The Last of Us. It contains many unanswered questions from the original campaign. Although the DLC is short, it is a very poignant, and beautifully written story that deserves to be experienced.",normal,2014-02-17,English,23,6,8
Gurnett,"This is an interesting look into Ellie's backstory, but there is too much down time between big events.  It's can be slow and plodding at times.  Then, when it does pick up, you end getting nonsense like a super-soaker fight between teen girls.  I LOVE the Last of Us, and I'm happy I played it for the backstory, but $15 for less than 2 1/2 hours of gameplay feels like robbery.  This DLC needs more of what made TLoU great. It was an OK experience, but there definitely isn't anything memorable about it.   It needs more tense moments, more big twists, more anything.",normal,2014-02-17,English,18,10,4
Joeler,"Maybe the best thing that could have happened after The Last of Us.,It may be short, but totally worth the €15,-. At the end I was like: ""Is this it?"" I just wanted to keep playing and in less than a day, I already completed it 2 times and watched it 1 time on Youtube. The music is once again amazing. Especially the song at the end of the story and begin of the credits is still going bouncing in my heart (yeah). After the darkness of the main story, I think it was smart to do something that showed how much fun you could still have. A carroussel is not really the most awesome thing in this world for people older than 8, but I loved looking at Ellie while she was on it. The acting is really convincing, especially the end when Ellie was crying.,I also liked all the links to our time, like the ""what's a face book?"" and all the twitter accounts and the sites (if you didn't know about that, you should google it).,It may be not as good as The Last of Us itself and it will probably not mess with my head for so long, but it's a DLC and that's an extra. It's an exceptional DLC that many companies can look at before they make one.,The Last of Us with Left Behind is something is something I will remember for the rest of my life and I'm really proud that this thing was made in the time I lived and played games. In 50 years, I hope I can just go to a kid of my age and show this game and say like: ""Yeah, this was what we had and it's the most awesome thing in the history of things that exist"", like my parents did with games like Pong.",normal,2014-02-16,English,11,6,10
Queenm4321,"This DLC is incredible. The DLC defiantly will make you experience some heartbreaking feelings after playing this. So, enjoy entering Ellie's past and try not to cry.",expanded,2014-02-16,English,13,7,10
Monstroianni,"An incredible DLC with a lot of emotional moments and character character development for Ellie. Also the ending is perfect. A completely different experience, awesome soundtrack, awesome story.",expanded,2014-02-16,English,12,6,10
thelocolocal,"Great new gameplay elements introduced. Great connection to the main game. This DLC may be short (2-3 hrs) but offers enough for a (season pass) purchase. The only gripe is the unnecessary element of implying Ellie is a lesbian. Now I'm not homophobic but it was very apparent ND just threw that in at the last minute to be looked upon as ""groundbreaking""  for video games. In the end it was a short, pointless action that wasn't needed for the already strong relationship between her and Riley.",normal,2014-02-16,English,9,4,9
pavelbrenner,I like the game. It wasn't what I was expecting but there were enough valuable things in it. I thought that the subtle love story was great. 9/10 for me.,normal,2014-02-16,English,12,5,9
fessisbest,"I was unable to get emotionally invested into the last of us, but left behind trumps the base game by a landslide. Despite the disappointing ending, you feel the connection between ellie and riley and pray for there survival.",expanded,2014-02-16,English,19,3,9
Rallandollo,"I am a big fan of The Last of Us and I enjoyed the actual game very much! It was stunningly beautiful! I was so looking forward to this DLC. Left Behind is magical and it is a joy to meet up with Ellie again, even though I prefer playing with Joel. Having said that, I also believe that this DLC is way too short. Come on, you can complete it well within two hours! That is not fair Naughty Dog. Left Behind should have been free, otherwise it should have been longer... I feel quite disappointed and ripped off. :-/",normal,2014-02-16,English,5,2,6
dlopatnikov,"First if all, original game was really good and I liked it very much. But as for this DLC …,I got this DLC as a part of the Season Pass. Sadly, this DLC is very short (2 hrs.), obviously, and doesn’t justify its price. Considering action parts, there’s nothing you haven’t seen before. And I mean it, nothing. Considering story parts, let’s be honest here, except for a few really good moments, namely two (and together they last for 3 minutes), it’s rather dull, if you’re 30 something male as myself. So, if you’re really into 13 year old girls and their problems - be my guest, otherwise - watch youtube walkthrough and you’ll not miss much. Sad, but true. Although, it’s not as bad as BioShock Infinite: Burial at Sea or Dead Rising 3: Operation Broken Eagle. And yes, Riley's voice is way to old for her. She's not supposed to sound like she's on the shady side of thirty, you now.",normal,2014-02-16,English,5,1,5
Alan2306,"This DLC was not worth €15.  Finished it in 2.5 hrs on hard mode.  It does very little of fleshing out Ellie's back story as intended.  The flashbacks to how she found supplies for Joel were more enjoyable than the Riley segments, by a long shot.  I just didn't find Riley interesting at all, and the actor who voiced her was way older than the character was meant to be.  Spoke like an adult.  I love ND and TLOU, but this was a real let down.",normal,2014-02-16,English,27,13,3
Fnatic001,"First off, I LOVED The Last of Us. This is just a snippet of that awesome game. Left Behind is ridiculously too short, LESS THAN 2 HOURS! I feel ripped off!!! No new weapons, creatures, or anything worth mentioning... DO NOT waste your money!  DO NOT trust anyone who gave this and the bug riddled Battlefield 4 game a 10, it simply isn't.  This is so short it should have been a reward for finishing the main story on Hard or something.... NOT worth the price at all.  I would have rated a lot higher if it was free.  When you pay $27.95 (NZ dollars) for a dlc i expect much MUCH more than this!",normal,2014-02-16,English,56,15,2
Lobo_War_D,"Some people said there's no sense on putting Ellie helping Joel and Ellie and Riley having fun in the same DLC. I'd rather say this was a perfect idea. Ellie and Riley were like sisters (if you played the DLC, you'll know they're more than friends) and one cared about the other, something that friends in real life usually don't. It compares Ellie's past friendship with her relationship (more like father-daughter) with Joel and tell us how far would Ellie go for somebody she loves. Ellie is more human the most of the real humans.,I'd give it a 11/10, but that's not possible. So... 10/10, a masterpiece DLC for a masterpiece game",normal,2014-02-15,English,6,3,10
EL-MiNiO,"Masterpiece DLC for a masterpiece game! A completely different experience, awesome soundtrack, awesome story even when you know what will be happen. 10/10",expanded,2014-02-15,English,13,6,10
Grafonn,"Хорошо рассказанная история.Мне нравится что в дополнение упор идет больше на историю, чем на экшен.",expanded,2014-02-15,Russian,14,6,10
ekolet,"To be honest I would give street cleaner simulator a 10 if the driver was Ellie.,It is way too short and end is a little bit disappointing, how come Ellie  didn't have to kill Riley? How did naughty dog miss such a powerful scene?",expanded,2014-02-15,English,5,2,10
Paks,"First i have to say: Thank you Naughty Dog, for this 2 intense hours of my life.,,Get' s nine just because i didn't like the same not conclusive ending. We know who dies in the story, but watching the drama involved in that specific part is very important. Ok both were bitten, but what happened next?,,Besides that it's  an emotional, intense and thrilling add to this beautiful game.",normal,2014-02-15,English,13,7,9
Darthghost1,"Let me just star this by saying, if you enjoyed The Last of Us (like everyone else), then you need to get this.  It's story is excellent, its gameplay is top-notch, and, even with the PS4 on the market, it still looks gorgeous.  That being said, I have a few caveats that stop me from giving it a 10/10.  It is a tad short, for starters.  Normally length is not a problem for me, but I feel as though the conclusion with the two girls was cut short.  Some of the combat, while awesome, felt a little forced as well.  Also, the ""reveal"".  I going to try to say this in as spoiler free a way as possible, but here goes nothing.  I don't like what they did with the reveal, mostly because I don't like it when a character is suddenly and dramatically changed in an way that had no foreshadow or hint.  Heck, if anything, we were led to believe the opposite.  But even so, I would have been fine with it if it had been developed (as in Gone Home).  To me, it felt like a cop out, and attempt to add more depth and characterization where there already was so much.  Otherwise, the story was brilliant, and perfectly written.  I loved all three hours with this, and I can't think of a better game to say goodbye to my PS3 with.  $20 (on the season pass) well spent.",normal,2014-02-15,English,15,9,8
JohnWitten,"The Last of Us was an excellent game, and it did not need this DLC in the slightest, but I am still glad that this was created in order to add a little more to the story. If they do continue with a few more DLC packs, it would be interesting to see something prequel wise from several other supporting or main characters' perspectives, but it is equally nonessential to making such an excellent title better. Left Behind is a worthwhile addition to the lore of The Last of Us' universe without touching the ending, and that preservation of the ambiguity and mystery is why I enjoyed it the most. I enjoyed taking control of Ellie once more and seeing things through her originally more-innocent and naive perspective, sad though that was. That girl is gone now, but the story lives on.,,Concept: Single-player additional content that is meant to expand upon the universe of The Last of Us, and adds more flavor into Ellie's own backstory and personal life after the apocalypse and during it.,,Graphics: The graphical beauty of the main game continues in this additional content, and though it is on a technically last generation console, it still plays better than some Play Station 4 titles do with the new capabilities of that console.,,Sound: The characters may have been changed up slightly, but their voice acting and that of even routine encounters with strangers and adversaries is perfectly done and showcases Naughty Dog's attention to detail and willingness to craft top-notch work.,,Playability: The action is as gritty and memorable as any moments throughout The Last of Us, and the controls and moments blend together as well as any in the main content of the game. Definitely a memorable, if short experience.,,Entertainment: The writing and story itself are well-written, even if they don't have the time to reach such epic levels as the main story's content. The characters are cohesive and believable. The universe works well with this prequel added in for the benefit of fleshing more characters out. And overall, it is a very enjoyable experience that- if a bit superfluous, is definitely to be enjoyed by fans of the game for a decent price (your emotions, mostly).,,Replay Value: Moderate.,,Overall Score: 8.25",normal,2014-02-15,English,5,3,8
Pickle,"I praised several elements that up to this point, id like to think, make The Last of Us a revolutionary game, it’s story, and the subjects that the game talks about. Left Behind tries it’s best to recreate the true “emotional” atmosphere that the main game did, it is impressive visually, the animations and graphics are never something to complain of while speaking about this game, as a matter of fact, technically the game it’s outstanding. However, the complains begin to rise when talking about the development of the characters and the reasoning behind creating a parallel storyline.,,It is something that i can’t stand, when a developer decides to put effort into creating something utterly unnecessary for the final product. It begins with the game giving you a hindsight in a minor plot hole of the main game’s storyline, Joel gets hurt and Ellie has to find a way to cure him. It’s irrelevant to the storyline of Ellie and Ashley, the parts that i thoroughly enjoyed were the ones that truly showed at it’s full splendor how special and unique the relationship between the two friends used to be.,,Ellie trying to find the medication for the injured Joel, doesn’t add to anything in game, and as matter of fact it retracts from the experience. The messages are also not that cleverly hidden, it is predictable and sometimes sneeringly cheesy, the way that they exploit in a banal and indirect perception of what friendship is. Luckily this happens on the first minutes of the game, and vanishes away for the rest of the experience.,,There are some truly special slow moments that show perfectly what correlates between Ashley and Ellie, the crafting of moments of them getting into a photo booth while laughing, only to then shade away into them looking at each other for a moment, those are the kind of moments where you would love to be part of this experience.,The ending was somehow disappointing, it wasn’t necessarily a bad ending, but it goes without saying that this ending make use of every cliche in the book, while The Last of Us had a perfect ending in my opinion. This game just never clarifies or gives closure to the relation between Ashley and Ellie.,,The gameplay never forms part of the game, it feels pushed aside and gives a feeling of laziness. The first minutes you’re not going to be playing to the suspenseful, and dangerous game that you were used to play, it falls down to and spiral of absurd repetition, and oddly enough it happens in the awful, uninspiring section of Ellie sharing and empty care for Joel, it is almost like if each story was design by different people. The gameplay in the sections of Ellie and Ashley are beautiful, thoughtful, and extremely unique, even if they try to dumb down the game to plain simple interaction without any challenge whatsoever, it always feel fresh, and meaningful.,,It is insulting that someone in the development team decided to create a parallel storyline along side the beauty that it was Ellie’s and Ashley’s story, this game should have focus entirely in them and forgotten completely about an irrelevant “plot hole” of the game main’s storyline, that could’ve be easily filled with the mind of the player.",normal,2014-02-15,English,8,2,8
Jackpp1997,The Last of Us is my favorite game of all time but this to me was part amazing and part plain stupid. It was like you were playing as two different characters which to me felt strange,expanded,2014-02-15,English,13,4,6
vrildox,"If you're SO poor that you need to review a game based on cost, then please stop posting on metacritic. 15 dollars! Let me go check the ashtray in my car so I can pay for this DLC. 15 bucks is a pack of gum to me. You people should write reviews that matter instead of bashing a masterpiece.",expanded,2014-02-14,English,14,8,10
Persona5,"Short but sweet. An amazing follow up to the main story with a lot of emotional moments and some amazing character development for Ellie. I loved this DLC, and the ending is also perfect.",expanded,2014-02-14,English,11,6,10
brawlertone,"You know, I was amazed by how it started and what direction it went in!  A very fitting piece to this wonderful puzzle.  Naughty Dog is truly one of a kind!",expanded,2014-02-14,English,15,7,10
JackValentine,"When we approach ""Left Behind"", we have to ask ourselves, ""What if it's the best part of The Last of Us thus far?"",,I managed to avoid every other trailer aside form the thirty second reveal shown back in November. I find that nowadays, every trailer is a spoiler.,This made my experience all the more enjoyable.,,The downloadable story of about 3 hours, tells a prologue story of Ellie. Before leaving the quarantine zone. Before Joel. Before the Fireflies.,You play as Ellie on the very day that she was bitten, while her and a young friend named Riley explore an abandoned mall.,There was a lot more to the story than I could have ever expected, however, that's something that you must see for yourself to truly appreciate.,,One of the best parts about the new DLC, is the removal of a large part of the combat. One of the things that slightly frustrated me about the first game, was the fact that it seemed like killing people was the only thing allowing me to progress through the level.,This time around, it's down to just the narrative to drive the story. There are some of the mechanics that were intended to be used for combat purposes in the original game, that have been reworked in some of the most wonderful ways I could ever have imagined.,You also are given quite a bit of freedom to roam around the locations of the game, and there is a great sense of exploration that comes into play.,,I should comment on the length, and I cannot even express how frustrating it is to see registered critics docking points because it is relatively short. If critics could only see past the function of the game as a distraction and more as the piece of art that it is, they may realize that it is quality over quantity that matters, and always will be.,Not to even mention the fact that at around 3 hours (while I was taking my time to explore), I found it even then to be a little drawn out. But spending an extra half an hour with such wonderful characters is hardly a bad thing.,,Overall, The Last of Us: Left Behind, is a phenomenal addition to one of the greatest games of all time.,You should already know if you're interested in returning to the dark, harrowing world of Ellie and Joel, but if you are even slightly on the fence, just know that the $15 spent will not be wasted.,,A 10.,,Jack Valentine",normal,2014-02-14,English,13,6,10
DonoQc,"The Last of Us Left behind is Stunning ! , It's called a DLC so yes it's shot but it's enough. I played for maybe 3h-3h30 at difficult. It's a sequel of the comics if you ever read those: American Dreams.,,I recommend for every person who love the last of us : true fan will adore this new DLC !!!",expanded,2014-02-14,English,9,4,10
Gamingrules37,"The Last Of us Left behind is an epic follow up to the main game and as a DLC it shines,Pros,- Amazing Story,- Awesome  characters,- New  Gameplay elements,- Visuals and Detail,- Emotion,Cons,-  Rushed at times,,Do not trust anyone who says "" I love the last of us "" but gives this game a 0-5 score ...  Anyone who played both games would understand that this is a DLC and it is meant to be a mini adventure .",normal,2014-02-14,English,25,11,10
MikefromAngus,"Simply incredible! the graphics are amazing even on LOW 720p! and On a PS3 console! Story is great! tense is there, gameplay is good as well. This is one of the better DLC I have ever played!",expanded,2014-02-14,English,7,3,10
Migz_PT,"The Last of Us Left Behind only has around two hour of single player experience, but that´s not just we are looking for in the DLC.,The DLC is just Amazing, I mean Naughty Dog did a great job again, the story telling, the past, what is left behind is what it shows the potential in the The Last of Us.",expanded,2014-02-14,English,10,4,10
RealMuthaF,"Just beaten Left Behind, and my verdict is as follows: This is a bit more (3 hours for me, on hard with all the exploration) of the same good the Last of Us we know, with all the brutal action, emotional scenes and touching moments. It is not a solid 10/10 because of two things: first, it's still a bit too short for the money asked, and second, it lacks the absolutely outstanding, crushing and unforgettable episodes like the prologue and the ending from the original. Nevertheless, it's still a quality DLC and a must-buy for the fans of the original. By the way, make sure you connect your Facebook account to the PS3 for this one, you'll get a something memorable for your wall after a certain moment in the playthrough.",normal,2014-02-14,English,17,10,9
ThaKevMan,"The only way to describe this DLC is a short but sweet (in every sense of the word) prequel that completely lives up to the 'Last of Us' pedigree set by Naughty Dog with the original game. A very endearing and, at times heartbreaking story where we meet Ellie before her adventures with Joel. We see a side of Ellie that was only hinted at in the main story. Playful and lighthearted, moody and sometimes silly; Just a typical teenage girl living in the world life has handed her. That's not to say this DLC is all cutesy fun and games. This is offset by how the story goes back and forth between this past-Ellie and the one we know from her time with Joel, in a very fluid manor that could be jarring but is not. There is still much action and tension to be had. This is a masterfully told story that will grab you and never let go, even after the trip is over. The gameplay mechanics will be very familiar, so jumping right in should be no problem for anyone who has played the main game.",normal,2014-02-14,English,11,6,9
Cynicalgaming,"Pros: brings new light on Ellie's story,Introduces new enemy incounters with new areas with humans and infected,brings you back to the world of the last of us while introducing new areas and new characters,Cons: short 2/4 hours,Combat sometimes feels unnecessary to the story there trying to portray",expanded,2014-02-14,English,16,8,9
kavilash,"to be honest its not a total 10/10 game but it deserves 9. i'm gonna give a quick review. the last of us left behind DLC explains a lot and gives the story of last of us complete support. and the 2 hour game goes around 3 hours if you are onto exploration. still not bad for a DLC. the short story is a small package but a nuclear bomb itself. and no need to listen to haters who say  ""I LOVE TLOU"" but gives 0 ratings. there are always fake reviews to spoil the credibility of the game. as you can see there are no negative critic ratings this proves the capability of TLOU: LB. no fan can give a score under 8 because the game is built by one of the most reputed gaming developers Naughty Dog. this DLC pack has all it needs!!!  -1 because i wished it was 3 hours long then it  would had summed up around 4 hours. anyways for the price i think this is the best DLC so far",normal,2014-02-14,English,8,4,9
hiwasafari,"Left behind was better than I expected. I thought that there was nothing more in the last of us that could impress because I loved the game and played 4-5 times. But left behind had it suprisses and I really enjoyed playing. One of the best singleplayer DLC I have ever played.,,+ Amazing story,+ Suprisses,+ solid length,+ Beauitul sound,+ Ellie",expanded,2014-02-14,English,18,7,9
NP-complete,"Left Behind keeps the good pacing of TLOU, wisely interleaving calm and tense moments. It has good action scenes, including some new cool combat mechanics (I bet we will see them in the forthcoming new multiplayer DLC). I really buy the silly childish playing part, it's refreshing and useful to set the mood of the player. The narrative quality matches the one of the original game. Clearly, this DLC is good and anyone who liked TLOU will like it. I only have a couple of criticisms: (a) even if it has some genuinely touching moments, in my case it didn't reach TLOU's peak emotional heights; (b) since it's a short experience (2-3 hours), the cost of each playing hour is double than in TLOU: $15/2.5h = 6 > 3 = $60/20h, not to mention TLOU multiplayer additional hours! You know, fan-oriented pricing policy consists in doubling... Finally, a (very minor) disappointment: Obviously, all players who completed TLOU expect some specific event to happen during this DLC. They won't be disappointed in this regard, but I think it's presented in a slightly inconclusive way, I expected a few more details before the scene ends! Do we need now a DLC of the DLC? Maybe at 4x price? ;-) Just kidding!",normal,2014-02-14,English,14,8,8
gabberguy,I was a huge fan of The Last of Us and have spent countless days replaying the story and multiplayer. I do not want com across negative as the story here is almost as heartwarming as the main game. But On survivor difficulty it is still a 3 hour add on that feels to short and too easy. That being said the controls and graphics are near perfect and some parts are just as tense as when I first played the game.,normal,2014-02-14,English,12,6,7
HeavyLead,"This dlc in no way was going to live up to my expectations of what the original game did. That being said I still enjoyed it a ton. It had those heartfelt moments that are scattered in the game, the point A to point B areas, same enemies, and same weapons. Naughty Dog didn't push the envelope with this one. This dlc felt very easy compared to the sequences with Ellie in the main game. I breezed through on Hard in 2.5 hours, only dying once. KINDA SPOILER: The addition that I did like about the content was the use of infected and hunters in the same space. You can now have a 3 way combat system with more options at your disposal. I often found it very satisfying to lure a pack of clickers at a few hunters and let them fight for dominance as I watched from afar. Other than that the story is uninteresting and very cliched despite how uncliche the original game came off as. I often found myself accurately predicting the future events before they unfolded in front of me. If you loved The Last of Us then by all means buy this dlc. Quality over quantity is what I would say about this package, but it appears that we're lacking a bit in both fields.",normal,2014-02-14,English,21,10,7
hgmalvo,"If you've played Last of Us, you've already played this DLC.  No, seriously, you've played it already.,,The narrative of the game is easily noticeable as that's the only real new thing it has to offer.  It's a ONE HOUR glimpse into Ellie's past.  Remember that friend of hers she talked about, and the incident leading up to her infection?  Well, this is it.  You get to experience a brief moment in her life before s**t went south.  So, what was Naughty Dog's answer to all the boring dialog scenes you have to sit through?  Replay some moments of the original game of course! :D   That's right folks, you get to enjoy playing that area of the game where Ellie is looking after Joel...again.  Granted, it's not exactly the same moments from the original, but close enough that it feels like deja vu rather than deja new.  While this part of the DLC may appear to be the foil to an otherwise boring task, rightfully so...that's exactly what it is.  It's unoriginal, unnecessary, and it reeks of a cash grab.  For all the things that Naughty Dog could have done, they chose to cut corners instead.  Sadly, diehard fans and non-paying-for-this-content reviewers are not going to be the people to caution you against a purchase like this.  So consider that one can purchase a theater ticket for less and squeeze more time out of the experience than this.",normal,2014-02-14,English,71,19,1
