id,review,type_review,platform,date,language,views,votes,score,split
Beefermatic,"Wonderful game. The slow build up of Joel and Ellie's storyline really pulls on your heartstrings in a measured believable way. Very beautiful, very sad, an altogether proverbial opera of a game.",expanded,ps4,2020-07-20,English,0,0,10,train
Bayar,"My favorite game!! What I had with this game will always stay with me and be a part of me, it never too late to play the last of us",expanded,ps4,2020-07-20,English,0,0,10,train
Waltergt78,"A best game of this decade. Combat was its weakness, but no game is perfect, or very few are. But the story and the feeling of survival make you forget about it. Wish we had the combat and graphics that TLOU2 has. Maybe it can be a re-remastered trust me millions of people would buy it if you upgraded the combat and graphics. And even enhance and expand the world and areas we could explore. Ps5 would be a perfect platform to keep this game alive.",normal,ps4,2020-07-20,English,0,0,10,train
manugd22,El mejor videojuego jamás creado. Una historia que me ha marcado eternamente.,expanded,ps4,2020-07-20,Spanish,0,0,10,train
NickMad,"Simplesmente Fenômenal, volto a dizer que é uma pena ser exclusivo, os jogadores deveriam poder jogar de todas as plataformas.,Personagens e história muito envolventes.,Sou fã de carteirinha.",expanded,ps4,2020-07-20,Portuguese,0,0,10,train
Retre,Great retouch of a stellar game highly recommended if you've yet to play this remastered version,expanded,ps4,2020-07-20,English,0,0,10,train
shaggx83,"Definitely one of the best game I've played. I have heard about this game long before I bought my PS4. For someone that has been out of the loop in terms of gaming since Nintendo Wii, I was still hearing a lot of praise for this game. When I finally decided to get back into gaming and purchased my PS4, this is a no-brainer. I just had to play it and even with high expectations, I was still super impressed.,Obviously the best part of the game is the story. The game play is good enough to keep me playing but after I finished the game, I don't feel the urge to play it again because I already knew the story. I have so many other games to catch up on.,Still this game deserves a 10 from me. A classic.",normal,ps4,2020-07-20,English,0,0,9,train
07Artem07,"Ира очень крутая! Понравилось все от геймплея до сюжета,жду продолжения 2 части!",expanded,ps4,2020-07-20,Russian,0,0,9,train
mjwarrior,"Absolutely great game, great story, one that will be forever remembered, it's not perfect (shooting), but it's really close",expanded,ps4,2020-07-20,English,0,0,9,test
Martma,"Very good game , great narrative , good characters , great graphics , combat is the weakest aspect imo",expanded,ps4,2020-07-20,English,0,0,9,train
Mrteeson,"A perfect story telling game in a simplistic and realistic way that allows players to be involved with all characters. The graphics, sounds and level design are done well holistically that provides the best immersive gameplay experience. The 3rd person shooter gameplay itself is nothing special except a few moments throughout the game(similar to uncharted) but does the job to keep you going to the next cutscene. Overall you wont find a game like this for a while. Note: treat it as a single instalment as the 2nd game's storytelling suffers greatly from forced social agenda and ultimately feels like a cash grab.",normal,ps4,2020-07-20,English,0,0,9,train
Storfl_92,Cool story. For me it did not live up to the expectations. But really really solid game.,expanded,ps4,2020-07-20,English,0,0,8,train
mario1892,"Nice game, some glitches when I played it, the story is pretty good, loved the characters =)",expanded,ps4,2020-07-20,English,0,0,8,train
JonahJonahson,"Amazing game! They should do a collaboration fan sort of version and not the current ""sequel"" that was ruined by social justice warriors.",expanded,ps4,2020-07-19,English,1,1,10,train
Charon91,"Giocai a questo titolo nel 2013 per ps3 e giocandoci per ps4 devo dire che è stato fatto un buon lavoro da parte di ND, 60fps fissi e un buon aliasing fanno di questo titolo un'ottimo gioco da giocare anche nel 2020.,L'ho finito la settimana scorsa per la terza volta.",expanded,ps4,2020-07-19,Italian,0,0,10,train
PlausibleColt75,"A truly moving story.,From the beginning through the ending Naughty Dog has been able to engage me into the story and to blow my mind every time I booted the game. They managed to make a unique and original story focused on a zombiesque pandemic, wich - for me - is usually repetitive and boring. The graphics are absolutely gorgeous for a 2013 game, the music and the sound design astonishing. Brilliant under every aspects, ""The Last of Us"" is easily one of the the best games of the decade.",normal,ps4,2020-07-19,English,0,0,10,train
Noname90,"We never forget this story. ❤️❤️❤️❤️ The first game was wonderfull. Never buy, play or watch the second (part 2) coz  its just disapointment",expanded,ps4,2020-07-19,English,0,0,10,train
ActionCritic,"Excellent pacing and bonding between Joel and Ellie.,Clickers are a real menace.",expanded,ps4,2020-07-19,English,0,0,10,train
Andrea93,"No videogame is without flaws, and The Last of Us makes no exception. But what makes a 10? It's not the absence of flaws or faults; any piece of literature, narrative or so on - each in its own medium - is a 10 when it answers positively to the question: would the medium itself (videogame in this case) be poorer without this piece of media? In the case of The Last of Us, the answers is yes.,Now, we are in 2020 and the game is considered by this year's perspective, but it would be better judged as a 2013 game (2014 for this Remastered, which really improves the graphics of the game and makes it look easily as a game from this generation). The Last of Us is a videogame that presents many flaws, especially in gameplay mechanics and in AI quality. Not to talk about some puzzles, which may appear repetitive at a point. But the videogame in its whole is just unique, and enhances the medium. I personally have a lot of fun playing the game, mechanics are interesting and - especially if played at high difficulty settings, such as survivor or grounded - it really challenges you in finding new ways to beat the levels. You may want to run away, sneak out or just clean the level by beating all the enemies, according to the specific situation in which you find yourself. And it's all up to you and your personal attitude as a player, to your inventive and your will to challenge yourself. So the game really gives the best when played at least at hard mode. As we've just said, the only flaws the game has is in the gameplay and in the level design; when it comes to the story, The Last of Us is just mesmerizing. Naughy Dog was able to create two of the most iconic characters ever in the industry over night: Joel and Ellie are so powerful in their development, their relationship, their attitude, that simply stand over most of any other character ever produced by any videogame - and they maybe go even a little further, elevating videogame and its narrative possibilities to places where no other medium can go. As a videogame player, is up to you to turn the camera, decide the frame you want to watch, how much time you want to spend rushing the area or wandering around, just to discover that particular line, to see what Ellie does, how she acts differently throughout the playthrough depending on the level of affection she has towards Joel. The story is told not just through cutscenes, but with gameplay as well, melting the two things in a unique and very peculiar way to feel affection for both Joel and Ellie.,,Now, this is not a review and the space is just too limited to discuss any aspect of the game, this is just a little taste of one of the best story told, not just by a videogame, with two of the most beautiful, faceted and deep characters you may ever find. This is just why a videogame, with all its flaws and faults, is a full 10 and beyond. The Last of Us is a cornerstone for narrative and storytelling, and its legacy will go on as long as narrative and storytelling will ever do.",normal,ps4,2020-07-19,English,0,0,10,train
ElCaptain,This is the best game I've ever played. Fantastic characters and visuals that still stands today,expanded,ps4,2020-07-19,English,0,0,10,train
Baftaaa,"This game is a masterpiece in storytelling. I loved the relationship between joel and ellie and thats evidently what drives the story and game. I've played this game 2 years ago and just got around to speak about the game, but yea its a must play game, absolutely brilliant.",expanded,ps4,2020-07-19,English,0,0,10,train
praveen_gp,"A masterpiece in terms of story and gameplay. Unparalleled in gameplay, story and characters.",expanded,ps4,2020-07-19,English,0,0,10,train
TheDarkGoku,Ya lo acabe demasiadas veces y no me canso de rejugarlo es un grandioso juego una obra maestra,expanded,ps4,2020-07-19,Spanish,0,0,10,train
PS-Nightm4r3z,"I LOVE this game, the story telling, the acting, the ambience, the gameplay...all amazing to me. Wood highly recommend this game to anyone even Xbox players who have access to a PS4.",expanded,ps4,2020-07-19,English,0,0,10,train
ilezhnin,"Amazing and touching story, good gameplay, believable characters. It was last adequate part of this franchise.",expanded,ps4,2020-07-19,English,0,0,10,test
Cristiancs100,"De los mejores juegos de ps3, buena historia, buena jugabilidad. Al que le guste este género este es tu juego",expanded,ps4,2020-07-19,Spanish,0,0,10,train
thekillerwind,masterpiece every think  the game the combat the story the multiplayer mode i still play it today.,expanded,ps4,2020-07-19,English,0,0,10,train
Dev122,"Simply one of the greatest games of our generation. An absolute masterpiece from top to bottom. ND has created some of the greatest characters of all time. The gameplay is enthralling, the story is emotional, the music is incredible and the animation is top-notch. Everyone on this planet should experience this game.",expanded,ps4,2020-07-19,English,0,0,10,test
krwar300,"one of the best games ever made,the history is perfect congratulations naughty dog",expanded,ps4,2020-07-19,English,0,0,10,train
Reyesarsenal9,"The best game of last generation with upgraded visuals and 60fps mode in the game. Can it get better? No. The best story in a video game ever, 2 amazing characters and their journey across the country. A must play.",expanded,ps4,2020-07-19,English,0,0,10,train
Cowcatapult,"Aunque es de zombies no da miedo. Es divertido, la historia te engancha y ojalá dejasen jugar más rato como Ellie. Si lo juegas es imprescindible el DLC",expanded,ps4,2020-07-19,Spanish,0,0,10,train
DrZombie,"Great graphics and sound, outstanding soundtrack, unrivaled voice acting, solid game-play and controls, that alone would make for a great game, but what makes TLOU more than the sum of its parts is the storytelling, character development and pacing.,,This is probably as close to perfect as a game can get.",expanded,ps4,2020-07-19,English,0,0,10,train
Ganderlow,"This is a must play for anyone. A masterpiece that I will continue to replay throughout the years. The duo of Joel and Ellie is the best writing I've ever seen between two characters. Amazing story with even better gameplay. There are so many jaw dropping moments that will leave you wanting more.,Just don't play the second game.",expanded,ps4,2020-07-19,English,0,0,10,test
PeterKoenig,"Great story, memorable characters, tons of replay value, and I have probably put hundreds of hours into Factions.  I love Ellie’s dad jokes (and Sam’s).  The ending was predictable after the discussion with Marlene, but I’ll forgive that.  The ride to get to the end was too enjoyable.  One of my favorite games of all time.,Hope Ish made it out o.k.",expanded,ps4,2020-07-19,English,0,0,10,train
karloskorn,El comienzo de la saga intenso muy bien logrado nos introduce una historia muy bien lograda,expanded,ps4,2020-07-19,Spanish,0,0,10,train
Gugah,"One of the best games ever made! The dens story-driven structure involves the player all to the end, love it!",expanded,ps4,2020-07-19,English,0,0,10,train
Toxic_Master,Best game I’ve ever played it’s an amazing game and I think everyone should play it,expanded,ps4,2020-07-19,English,0,0,10,train
pelya,Thanks Naughty Dog for this masterpiece. This game is one of the best!!!!!!,expanded,ps4,2020-07-19,English,0,0,10,train
Mr_Pupps,Probably one of the greatest PlayStation exclusives if not games in general to ever exist... only reason I switched to PlayStation honestly. The story is great. The gameplay is great. The graphics aren’t great. It’s tone & mood & world are great. It’s been a long time since I fell in love with a game. Not to mention the multiplayer is super underrated. It’s a shame that many people don’t play it. Ocarina of time & Mario 64 was Nintendo 64s must haves. GameCube has windwaker and smash melee. Xbox has halo 1-3. Etc. this is one of those must haves. You have to play for yourself and get engaged into the world.  Its a masterpiece.,normal,ps4,2020-07-19,English,0,0,10,test
DrKolbasa,"This game was first one that I played on my PS4 and I definitely made a good choice. Good shooting, perfect storyline, but it have 2 major problems:,-Localisation. I didn't test ALL languages, but russian translation is awful.,-Stealth isn't that good (Enemies doesn't trigger by looking on your companions)",expanded,ps4,2020-07-19,English,0,0,9,train
kirilkarom,"A great remaster of one of the best video games in this world! Amazing job, Naughty Dog!",expanded,ps4,2020-07-19,English,0,0,9,train
Tempest99,Love the PA setting found myself fully immersed in the story. Some late game issue but overall really enjoyable experience.   9.4,expanded,ps4,2020-07-19,English,0,0,9,test
LazyNinjaUK,"The Last of Us was a truly great game when it was first released, immersive and beautifully ruined environments to traverse, pulse-pounding survival horror gameplay, and a story that really showed the potential for what narrative in video games could achieve. With the release of the remastered version, the visuals look even more beautiful and with the higher-frame-rate it made the somewhat clunky shooting much more playable. Whilst the crafting and environmental puzzle solving may be basic, the game tells a compelling story with great performances from its voice cast and leads the player through some iconic locations and set pieces. Few video games get you to care about its protagonists so much as The Last of Us gets you to care about Ellie and Joel.",normal,ps4,2020-07-19,English,0,0,8,train
Realnoobman,"Best dialogues ever, extremely good written story and characters, smart level design and gameplay is deeply immersive. AI not perfect.",expanded,ps4,2020-07-19,English,0,0,8,train
Ichoras13,Highly amazing game. Not simply another zombie game. Theres story here and the gameplay and pacing are superb. That being said it does lose some points for me as I don't enjoy being told the lore of the game mainly from artifacts and the a.i can be pretty bad at some points in the game. Overall an 8/10 for me.,expanded,ps4,2020-07-19,English,0,0,8,train
Lumikami,"One of the better western piece of great storytelling that is enforced with it's visual and audio visual side, only dropping value due to uninspired gameplay, and it's many boring sequences.",expanded,ps4,2020-07-19,English,0,0,8,train
AdamPlayedAGame,I am still awaiting the download. but oh my god am I hyped for it. I watched my cousin play it once and it's as good as games could get,expanded,ps4,2020-07-18,English,1,1,10,train
BEASTmaster65,One of the best game of all time gameplay wise or story or graphics . Overall 10/10 game,expanded,ps4,2020-07-18,English,1,1,10,test
Auditorelee,Uma jornada espiritual ! Algo que precisa ser jogado para entender o real valor da obra.,expanded,ps4,2020-07-18,Portuguese,1,0,10,train
ExquisiteDust6,"The perfect exciting and soulful storytelling.,Great gameplay and stealth-mode, which is revealed even more on the ""Grounded"" difficulty.,All of this, and more, make this game the game of the decade, deservedly so, and possibly the best game ever.,Impeccable, 10/10.",expanded,ps4,2020-07-18,English,0,0,10,train
hockerabby,"This game very special for me. Because this game  only thing that makes me feel in the world.,I think everyone must play this game",expanded,ps4,2020-07-18,English,0,0,10,test
Bl00dyFellow,"Nice addition to the great second part. The robust character development that goes through 2 games, and builds an emotional cascade that no other game can beat",expanded,ps4,2020-07-18,English,0,0,10,test
UndeadTed,Amazing game with an amazing story. This will always be in my top 5 favorite games.,expanded,ps4,2020-07-18,English,0,0,10,train
MindFreak_H,One of the Greatest game ever created. This game changed the landscape of storytelling. This game is a Masterpiece & will be remembered for ages.,expanded,ps4,2020-07-18,English,0,0,10,test
alexdlaird,A generational masterpiece—about as close to perfection as a game can get.,expanded,ps4,2020-07-18,English,0,0,10,train
DonJeane,"Amazing game, amazing story with great characters. But as a horror game, it doesn’t do it as well as I thought it would. However, all it’s pros outweigh its cons, and I see why a lot consider this as one of the greatest games of all time. Would give this a9.5 if i could.",expanded,ps4,2020-07-18,English,1,0,9,train
Raymond86,"The relationship between Joel and Ellie makes this game worth it.,,Enemy AI and the stealth mechanics are clunky and feel dated. However, the gameplay is second to the storytelling and character development of Joel and Ellie.",expanded,ps4,2020-07-18,English,0,0,7,test
Hatooteh,"Game is very overrated and doesn’t look that good for a remaster. It’s filled with cliches and it’s a pretty average zombie story. Gameplay is fun but it’s very glitchy and the puzzles consist of looking for a ladder.  Would be rated higher if wasn’t so overhyped because it can be fun at times.,Naughty dog knows nothing about guns.",expanded,ps4,2020-07-18,English,0,0,5,train
HelpAhPanda,Obviously nothings changed but the graphics. The game is still amazing. Graphics was a nice upgrade. Still good work ND. Now time for part 2. Heard it’s amazing. Wish me luck.,expanded,ps4,2020-07-17,English,1,0,10,test
Albukerk66,"Ótimo jogo, história muito boa, jogabilidade é um ponto fraco mas não atrapalha a gameplay",expanded,ps4,2020-07-17,Portuguese,0,0,10,train
PahanDrake,"This is a Masterpiece with a capital letter.  This is my childhood game.  This game made me understand that you need to love the fact that you are alive, living in the present with close people, friends.  This is the best game in gaming history.",expanded,ps4,2020-07-17,English,0,0,10,train
differ42,"This game made me cry like a child... It gave me emotions that I didn't experience in other games. The characters are excellent, the script is good and verified to the smallest detail, there are no extra scenes and extra characters. The graphics are on top. Level design is a role model. The companion in the game is not useless as in many games, moreover-over time, you just want him to be around and not disappear, worry about him. One of the best games ever created.",normal,ps4,2020-07-17,English,0,0,10,train
emflower69,"The game is a complete masterpiece: the story is gripping and tense, the combat is challenging but rewarding and the characters are easily likeable. The in-game world is believable and realistic with little to no bugs at all.",expanded,ps4,2020-07-17,English,0,0,10,train
driew,"This game is excellent and really has it all; great storyline, great well-developed characters, and tight gameplay. It really pushed the video game medium forward and even though it was first released on the PS3 in 2013, it still holds up well today. I've finished this game twice and thoroughly enjoyed it both times.,,You start off the game with Joel and his daughter Sarah who appear to be living normal lives before the outbreak. Unfortunately and heartbreakingly, Sarah dies and Joel becomes even more cynical than he already is. Fast forward 10+ years and Joel and his partner/friend Tess are now survivors of the outbreak who do various, sometimes questionable jobs to stay alive. They're now tasked with transporting a child, Ellie, for a group known as the Fireflies. You then find out that the reason they wanted to do this was because Ellie is the only known human who seems immune from the Infected so now Joel knows that he needs to bring Ellie to the Fireflies so they may find a cure for humanity.,,This game is bleak however it is offset by the rapport between Joel and Ellie who at first are strangers to one another but develop a father/daughter bond as time goes on. There is a message of hope in this game. Unlike the sequel, this game was not a slog to play through as it's nowhere near as bleak and doesn't suffer from the sequel's poor writing and plot holes.,,I would recommend this game to anyone unless they don't like third person shooters. The gameplay mechanics are good and fun but if I had to nitpick, I would say that your AI companion is pretty much invisible to enemies as they won't be alerted if they spot your ally. I understand why the developers were lazy and did this as it would be annoying if you were spotted every time your ally was seen however I would hope that if they did make a Part III (3; this is also present in Part 2 if you can believe it), they would rectify this.",normal,ps4,2020-07-17,English,0,0,10,train
Shibs_69,"These are some of the most beautiful, most detailed environments I’ve ever seen in a video game. The performance capture and writing is excellent, and the story swings between brutal lows and genuinely sweet highs",expanded,ps4,2020-07-17,English,0,0,10,test
ellioth_rid,Интересная история и техническая реализация,expanded,ps4,2020-07-16,Russian,0,0,10,train
Pevek,"Лучшая игра прошлого (уже можно сказать позапрошлого) поколения. Сюжет, режиссура, персонажи, анимация, графика, звук да тут всё сделано на невероятном уровне.",expanded,ps4,2020-07-16,Russian,0,0,10,test
F4tten31,Ich verstehe nicht warum jetzt auch noch Teil | schlecht bewertet wird ????,expanded,ps4,2020-07-16,German,0,0,10,train
AlexLenon87,Masterpiece. The best game of all time. I was convinced of this again after passing the second part.,expanded,ps4,2020-07-16,English,0,0,10,train
yascm,A true masterpiece! The best game of all times!! The way Joel see Ellie as the daughter he had once (Sarah) is awsome and the post-apocalyptic world we see is very touching.,expanded,ps4,2020-07-16,English,0,0,10,train
Cjmolina007,"One of, if not, the best game I have ever played thanks to the story, acting, and directing by everyone involved. Even some of the best films don't compare when it comes to Joel and Ellie. The adventure that these two go on is so haunting and yet beautiful that by the time you reach it's end, you'll put the controller down and think about what you just went through. I myself teared up couple of moments through out the game which I have never done in a video game. Truly my favorite game I have ever played and one that just needs to be played by everyone especially those who have a Playstation 4. Bravo for everyone at Naughty Dog and everyone who helped out bring this masterpiece to life.",normal,ps4,2020-07-16,English,0,0,10,train
Justcritics,"Just an Amazing Game! Wow. The Story is so great, the storytelling is great, the emotional stuff is Done so great one of my favorite Games of all Time.",expanded,ps4,2020-07-16,English,0,0,10,train
AndyGarcia,"Este juego sin duda es una auténtica maravilla, no solo por los gráficos y su jugabilidad tan espectacular, sino por la forma en la que la historia es llevada a cabo a lo largo del mismo. A nivel gráfico, tanto en PS3 como en PS4 es sin duda un 10/10 teniendo en cuenta el año en el que salió a la venta. La forma tan fluida de controlar a los personajes te hace sentir parte de la historia, como si uno estuviera dentro del juego. Siguiendo con lo anterior, el hecho de fabricar objetos y mejorar las armas y habilidades le dan un plus para el entretenimiento del juego. Dándole en mi opinión un 10/10 de jugabilidad. Los personajes secundarios que te acompañan a lo largo de las misiones, si bien cumplen roles interesantes, podrían de ser un poco más útiles a lo largo de las batallas contra infectados o cazadores. Enfocando en lo anterior, Tess es sin duda quien más te ayuda cuando de esta se requiera en las peleas. Pasando a lo más importante del juego, la HISTORIA, esta es llevada a cabo de una forma espectacular, pudiendo ver a la perfección el desarrollo de los personajes principales y secundarios. La historia es tan atrapadora que cada vez que terminas una misión quieres saber más y más. El cariño que uno le toma a Joel y Ellie es tal que cuando termine el juego me dejo una sensación de vacío, como si hubiera perdido dos amigos que me acompañaron por tanto tiempo. Si le tuviera que dar una calificación al desarrollo de la historia, sin duda seria un 10/10.Para aquella persona que este leyendo esto, y no se haya comprado el juego aun, sin duda se lo recomiendo. No se va a arrepentir de haber comprado, para mi gusto, el MEJOR juego en la historia de la PS3 y por lo que veo hoy en día, también el mejor de PS4.  Mis felicitaciones a quienes trabajaron en el desarrollo del juego, sin duda crearon una OBRA DE ARTE.",normal,ps4,2020-07-16,Spanish,0,0,10,train
G0dnezzz,"Данная игра-шедевр,единственная в своем роде в ней идеально абсолютно все,начиная с графики, заканчивая сюжетом на который я хочу обратить отдельное внимание,то как Нил Дракманн раскрыл свою идею,это поражает.Немного о геймплее,тут он затягивает и не надоедает до конца прохождения.Химия между персонажами выше всяких похвал!",normal,ps4,2020-07-16,Russian,0,0,10,train
sweetegor,Унылая игра. В этом же году вышел биошок инфинити который был хоть не на дрочном контроллере. просто ужас. механики скучные. сюжет норм (в целом),expanded,ps4,2020-07-16,Russian,0,0,4,train
AlejandroPS4,"Es un excelente juego, no me sorprende viniendo de SONY, GOTY,VAMOOOOOOOOOOOOOOOS",expanded,ps4,2020-07-15,Spanish,1,1,10,train
ENDrain,"First things first, I played on Grounded difficulty. I believe that a game shows it’s best on highest difficulty, when it challenges you so you somewhat feel the struggle the characters are going through.,,First things first, when I play a survival stealth, I expect to play a survival stealth.,,Apparently, when Naughty Dog decided to make a stealth game for once, no one from the studio bothered to actually go and play some stealth games to see how things are done.,,Because The Last of Us is a stealth game with the brains of a shooter. I mean, in this STEALTH game, once you alert one enemy, everyone knows your precise location forever after. (I only speak about human enemies, not the zombies).,,As if it weren’t enough, the bots are using aim-cheat. As if THIS weren’t enough, on some levels there are trigger-places that make enemies blitz to your location even if you’ve kept low profile ever before.,,I could’ve withstood the hive-mind human adversaries alone or the aim alone, but not both. And I know this game has lots of things to be liked, such as the performance, the level design, the world design, the animations, the pacing. The caracters and story are okay, nothing you couldn’t find in other games. But a videoGAME ought to have a decent GAMEplay. So, zero.",normal,ps4,2020-07-15,English,57,3,0,train
Kaseywol,This is a perfect game. The combat is satisfying. The puzzles make you feel good for solving them. You like the characters and identify with their desires. The story is both tragic but uplifting.,expanded,ps4,2020-07-14,English,0,0,10,train
gamingmachinery,No review present. No review present. No review present. No review present.,expanded,ps4,2020-07-14,English,0,0,10,train
Pucholy,"Excelente, en historia, diseño de personajes, jugabilidad, detalles, etc etc.",expanded,ps4,2020-07-14,Spanish,0,0,10,train
Patrik_434,"Great game! It deserves a score of 10 points 100%, excellent story, gameplay and ending.",expanded,ps4,2020-07-14,English,0,0,10,train
Meraki502,"Una obra maestra que sin duda alguna es necesaria jugar si te consideras gamer. Si buscas acción, buena historia y buen gameplay, este es tu juego.",expanded,ps4,2020-07-14,Spanish,0,0,10,train
aelinae_g,"Bon jeux dans l'ensemble bien que les mécaniques aurait pu être plus poussées.L'intrigue tient en haleine le joueur. Les graphisme de cette version remasterisé sont correct bien qu'en dessous de titre sortie de base sur PS4.,Je recommande ce jeux",expanded,ps4,2020-07-14,French,0,0,8,train
cheburagen,Лучшая игра. Переигрывать переигрывать  и еще раз переигрывать.,expanded,ps4,2020-07-13,Russian,1,1,10,train
Heisenberg1,"muazzam bir oyun.muazzam bir atmosfer.muazzam bir dram.karakterlere sonuna kadar bağlanıyor onlarla çok rahat empati kurabiliyorsunuz.zaman zaman çok geriliyor zaman zaman duygulanıyorsunuz.Bunun sadece bir oyun olduğunu size unutturan bir hikaye anlatımı var.Kısacası hikayesiyle,teknink detaylarıyla,vuruş hissi vb birçok şeyiyle bu oyun bir başyapıt",expanded,ps4,2020-07-13,Turkish,0,0,10,test
serin20,One of the best games of all time if you like stealth gameplay and an interesting story.  I'm replayed multiple times.,expanded,ps4,2020-07-13,English,0,0,10,train
ipperz12,"Simply put this is the greatest game of all time, an absolute masterpiece. The characters, story and gameplay are all pitch-perfect. I cannot recommend this game any higher!!",expanded,ps4,2020-07-13,English,0,0,10,test
LeBron121,One of the best game of the decade 2010. My only one regret is I have made it in 2020 and not before.,expanded,ps4,2020-07-13,English,0,0,10,test
JustSina,One of the best games I have ever played.  Emotional and funny. The story of this game is wonderful.,expanded,ps4,2020-07-12,English,0,0,10,test
Barlo,"Probably the best game I've ever played, at least story wise, awesome playability too.,The dlc is really relevant as we know more about Ellie, her first kiss and her first bite.",normal,ps4,2020-07-12,English,0,0,10,train
Nekoraes,"Simplesmente perfeito, a história envolvente, te faz amar os personagens, não canso de jogar.",expanded,ps4,2020-07-12,Portuguese,0,0,10,train
azuljp,"Excelente historia, magnífico gameplay y placentero reto. A mí parecer es una obra maestra de la narrativa en videojuegos que te entretiene, te emociona y satisface jugar.",expanded,ps4,2020-07-12,Spanish,0,0,10,train
FindersFees,"Favorite game of all time, wonderful story, great characters & fun gameplay",expanded,ps4,2020-07-12,English,0,0,10,train
bloodik,"Amazing experience. Great visuals, great story, endless gameplay. Shame that if i will ever play it again, there will be no surprise story twist anymore.",expanded,ps4,2020-07-12,English,0,0,10,train
Freddyomar1997,"Excelente juego, me encanto la historia de Joel y Ellie, la parte dos a sido un completo desastre.",expanded,ps4,2020-07-12,Spanish,0,0,10,train
MrRodrigoJM,"Increíble experiencia, con una historia inigualable. Realmente te involucras con los personajes y llegas a sentir toda la experiencia que viven.",expanded,ps4,2020-07-12,Spanish,0,0,5,train
BilboThe1st,Quite simply my favourite game of all time. Absolutely perfect in every way. It’s going to make a great tv series on hbo!,expanded,ps4,2020-07-11,English,0,0,10,train
Meslasher,The best game that I have ever been played in my life I played it for 15 time and its still exiting for me,expanded,ps4,2020-07-11,English,0,0,10,train
Fran_el_mas,"The best game oh historia.,Gráficos, bso, jugabilidad... todo cosido con coherencia",expanded,ps4,2020-07-11,Spanish,0,0,10,test
MikoTheGamer,"One of, if not the best game ever made. Great characters, good story, awesome graphics. The puzzles, if you can even call them that, are a little boring, but otherwise a really good game.",expanded,ps4,2020-07-11,English,0,0,10,test
HacXander,"Well deserved 10 unlike the new one. Amazing story, good character development, and the best graphics the ps4 could offer.",expanded,ps4,2020-07-11,English,0,0,10,train
luccagamer24,"The Last of Us Part II es la experiencia mas fuerte y dura que pueda uno sentir en un videojuego pued logra muy bien el objetivo de mostrarte que en un mundo caotico, cruel y vil no existe alguien bueno o malo ya que te llega a poner en contra de la misma protagonista del juego, esto lo consigue dandote una montaña rusa de sentimientos que van del odio a la tristeza desde el principio del juego con la presentacion de un personaje nuevo, Abby quien entra de la manera mas fuerte posible, acabando con la vida del protagonista del anterior juego Joel en este punto embarcas una aventura impulsada por el deseo de venganza, en esta cruzada Ellie no estara sola pues ira acompañada de personajes como Jessie, Tommy y Dina siendo esta la que mas resalta de los 3 al ser la pareja de Ellie y su apoyo incondicional y sincero durante la aventura deja un vinculo muy fuerte con el jugador, el juego resalta en su jugabilidad y detalles que hacen cada vez mas inmersiva la experiencia de estar en ese mundo siendo entretenido explorarlo ya que en cada esquina puede como tambien no haber algo interesante. Llegara el punto en que empezaras a jugar con Abby y con ella pasaras al rededor de un 40% del juego, y este punto es totalmente nesesario para la historia ya que busca provarte el punto del juego dandote el pasado y los motivos de Abby mostrandotr que es un personaje que sufre y que tiene sus problemas y ademas que demuestra como el acto de amor del anterior juego de salvar a Ellie dejo fuertes repercuciones en Abby, y logra muy bien el echo de hacerte entender el personaje y hasta conectar con el, este juego te seguira llevando por diferentes momentos hasta el punto en que estaras en desacuerdo con el personaje de Ellie mostrandote como la venganza la consume h la lleva por un camino que le dejara fuertes cicatrices, ya que terminara con su redencion pero en un punto en que ya paga las consecuencias por tener el deseo de vengar a quien alguna vez fue lo mas parecido a un padre que pudo tener, por esto y mucho mas que solo se puede experimentar jugando esta obra de arte es que para mi es un 100/10 y vale mucho la pena jugarlo",normal,ps4,2020-07-11,Spanish,0,0,10,train
suprep,This game is a true masterpiece. It has some flaws obviously but the overall experience is so great that the flaws are marginal. There story is completed with this game and as far as I am concerned there never was a sequel to it.,expanded,ps4,2020-07-11,English,0,0,10,test
Diggy_Dumbo,"Masterpiece !!,A must play for all PS4 owners You won't regret playing it,And play it more than once",expanded,ps4,2020-07-11,English,0,0,10,train
Perknutz5,AMAZING. One of the best games ever. When u play this just end it there though and dont play #2 unless u want them to undo just about every single thing u just played. This Game has interesting and amazing Characters ( Part 2 dosent) Awesome story and plot ( Part 2 Does not) Gameplay was avg overall. Game was and is gorgeous. If u want to fall in love with great character and amazing story play this.,normal,ps4,2020-07-11,English,0,0,10,train
